latitude,longitude,full_street_address,city,county_name,baths_half,details,special_features,price,transaction_type,listing_status,listing_special_features,census_state_name,census_county_name,zip,beds,baths_full,year_built,square_footage,PCT_CHG,Individuals_taxed,Elderly_taxed,Total_AGI,Number_of_returns,Total_income,Income_per_return,Int_Number of returns,Int_Amount,Int_earned,Cap_gain,Pension,UE_claims,Social_security,SB_income,Student_loan_ded,RE_taxes,PP_taxes,Mortgage_Int_paid,Taxable_inc,Child_credit,Earned_Inc_credit
30.802784,-81.616331,105 Pinehurst Road,Kingsland,Camden-County,0.0,Detached,2,420785,1,1,2,Georgia,"Camden, GA",31548,4.0,2.0,2022.0,2045.0,0.11793987185805821,20160.0,1820.0,511435.0,9720.0,515826.0,53.06851852,2170.0,1616.0,0.744700461,6.5,25.87981651,3.546153846,12.72831858,36.89565217,1.067021277,3.122857143,0.676744186,8.708955224,43.96923077,2.125742574,2.585462555
30.801894,-81.616533,113 Pinehurst Road,Kingsland,Camden-County,0.0,Detached,2,385600,1,1,2,Georgia,"Camden, GA",31548,3.0,2.0,2022.0,1828.0,0.11793987185805821,20160.0,1820.0,511435.0,9720.0,515826.0,53.06851852,2170.0,1616.0,0.744700461,6.5,25.87981651,3.546153846,12.72831858,36.89565217,1.067021277,3.122857143,0.676744186,8.708955224,43.96923077,2.125742574,2.585462555
30.962536,-81.718704,805 Georgia Avenue,Woodbine,Camden-County,0.0,Detached,0,320000,1,1,0,Georgia,"Camden, GA",31569,3.0,2.0,1940.0,1993.0,0.14874979209402883,4720.0,600.0,137690.0,2290.0,138652.0,60.54672489,640.0,710.0,1.109375,6.444,30.13278689,0.0,13.68157895,35.2625,1.05,3.466666667,0.569230769,8.935294118,51.95714286,2.120895522,2.685416667
31.049948,-81.691544,363 Confederate Point Drive,White Oak,Camden-County,0.0,Detached,0,579500,1,1,0,Georgia,"Camden, GA",31568,3.0,3.0,1991.0,2448.0,0.138411,840.0,120.0,24100.0,420.0,24257.0,57.7547619,100.0,60.0,0.6,4.533333333,25.05454545,0.0,14.62857143,0.0,1.266666667,2.625,0.566666667,9.725,48.95454545,1.891666667,2.577777778
30.802175,-81.698835,561 Henrietta Street,Kingsland,Camden-County,1.0,Detached,0,595000,1,1,0,Georgia,"Camden, GA",31548,6.0,4.0,2002.0,4698.0,0.11793987185805821,20160.0,1820.0,511435.0,9720.0,515826.0,53.06851852,2170.0,1616.0,0.744700461,6.5,25.87981651,3.546153846,12.72831858,36.89565217,1.067021277,3.122857143,0.676744186,8.708955224,43.96923077,2.125742574,2.585462555
31.074697,-81.729099,198 Tower Road,White Oak,Camden-County,0.0,Detached,0,549900,1,1,0,Georgia,"Camden, GA",31568,3.0,2.0,2004.0,2784.0,0.138411,840.0,120.0,24100.0,420.0,24257.0,57.7547619,100.0,60.0,0.6,4.533333333,25.05454545,0.0,14.62857143,0.0,1.266666667,2.625,0.566666667,9.725,48.95454545,1.891666667,2.577777778
30.817754,-81.626898,97 Amanda Trace,Kingsland,Camden-County,0.0,Detached,2,499900,1,1,2,Georgia,"Camden, GA",31548,4.0,3.0,2022.0,3000.0,0.11793987185805821,20160.0,1820.0,511435.0,9720.0,515826.0,53.06851852,2170.0,1616.0,0.744700461,6.5,25.87981651,3.546153846,12.72831858,36.89565217,1.067021277,3.122857143,0.676744186,8.708955224,43.96923077,2.125742574,2.585462555
30.721001,-81.547424,105 E Stable Alley,Saint Marys,Camden-County,1.0,Detached,0,386250,1,1,0,Georgia,"Camden, GA",31558,3.0,2.0,1970.0,2044.0,0.1138990459378808,18840.0,2230.0,553832.0,9270.0,558674.0,60.26688242,2500.0,3254.0,1.3016,17.27413793,29.57563025,3.477777778,17.10849673,46.67096774,1.004819277,4.105555556,0.758536585,10.49393939,50.74813333,2.175097276,2.555497382
30.739555,-81.561028,311 Borrell Boulevard,Saint Marys,Camden-County,0.0,Detached,0,400000,1,1,0,Georgia,"Camden, GA",31558,4.0,4.0,1964.0,2534.0,0.1138990459378808,18840.0,2230.0,553832.0,9270.0,558674.0,60.26688242,2500.0,3254.0,1.3016,17.27413793,29.57563025,3.477777778,17.10849673,46.67096774,1.004819277,4.105555556,0.758536585,10.49393939,50.74813333,2.175097276,2.555497382
30.756682,-81.516173,103 Placid Road,St. Marys,Camden-County,1.0,Detached,2,399900,1,1,2,Georgia,"Camden, GA",31558,3.0,2.0,2021.0,1679.0,0.1138990459378808,18840.0,2230.0,553832.0,9270.0,558674.0,60.26688242,2500.0,3254.0,1.3016,17.27413793,29.57563025,3.477777778,17.10849673,46.67096774,1.004819277,4.105555556,0.758536585,10.49393939,50.74813333,2.175097276,2.555497382
30.744881,-81.63035,287 Osprey Circle,St. Marys,Camden-County,0.0,Detached,2,649900,1,1,2,Georgia,"Camden, GA",31558,3.0,2.0,2022.0,2100.0,0.1138990459378808,18840.0,2230.0,553832.0,9270.0,558674.0,60.26688242,2500.0,3254.0,1.3016,17.27413793,29.57563025,3.477777778,17.10849673,46.67096774,1.004819277,4.105555556,0.758536585,10.49393939,50.74813333,2.175097276,2.555497382
30.757411,-81.60086,215 Holm Place #501,St. Marys,Camden-County,0.0,Detached,2,450990,1,1,2,Georgia,"Camden, GA",31558,4.0,4.0,2021.0,2492.0,0.1138990459378808,18840.0,2230.0,553832.0,9270.0,558674.0,60.26688242,2500.0,3254.0,1.3016,17.27413793,29.57563025,3.477777778,17.10849673,46.67096774,1.004819277,4.105555556,0.758536585,10.49393939,50.74813333,2.175097276,2.555497382
30.757506,-81.601066,211 Holm Place #499,St. Marys,Camden-County,0.0,Detached,2,413990,1,1,2,Georgia,"Camden, GA",31558,4.0,2.0,2021.0,2115.0,0.1138990459378808,18840.0,2230.0,553832.0,9270.0,558674.0,60.26688242,2500.0,3254.0,1.3016,17.27413793,29.57563025,3.477777778,17.10849673,46.67096774,1.004819277,4.105555556,0.758536585,10.49393939,50.74813333,2.175097276,2.555497382
30.758197,-81.603066,103 Holm Place #485,St. Marys,Camden-County,0.0,Detached,2,442990,1,1,2,Georgia,"Camden, GA",31558,4.0,4.0,2021.0,2492.0,0.1138990459378808,18840.0,2230.0,553832.0,9270.0,558674.0,60.26688242,2500.0,3254.0,1.3016,17.27413793,29.57563025,3.477777778,17.10849673,46.67096774,1.004819277,4.105555556,0.758536585,10.49393939,50.74813333,2.175097276,2.555497382
30.756029,-81.60349,114 Chinquapin Drive #521,St. Marys,Camden-County,0.0,Detached,2,374990,1,1,2,Georgia,"Camden, GA",31558,4.0,2.0,2021.0,1862.0,0.1138990459378808,18840.0,2230.0,553832.0,9270.0,558674.0,60.26688242,2500.0,3254.0,1.3016,17.27413793,29.57563025,3.477777778,17.10849673,46.67096774,1.004819277,4.105555556,0.758536585,10.49393939,50.74813333,2.175097276,2.555497382
31.084526,-81.575317,446 Canopy Lane,Waverly,Camden-County,1.0,Detached,0,535000,1,1,0,Georgia,"Camden, GA",31565,3.0,2.0,1995.0,3729.0,0.020674226645066796,1800.0,280.0,61680.0,930.0,62196.0,66.87741935,290.0,475.0,1.637931034,6.375,32.572,0.0,17.61052632,65.22857143,1.16,4.311111111,0.4,10.33333333,58.20810811,1.936,2.294117647
30.751341,-81.601121,0 Millers Branch #98 8859921,St. Marys,Camden-County,1.0,Detached,2,458447,1,1,2,Georgia,"Camden, GA",31558,3.0,2.0,2020.0,3059.0,0.1138990459378808,18840.0,2230.0,553832.0,9270.0,558674.0,60.26688242,2500.0,3254.0,1.3016,17.27413793,29.57563025,3.477777778,17.10849673,46.67096774,1.004819277,4.105555556,0.758536585,10.49393939,50.74813333,2.175097276,2.555497382
30.361079,-82.154864,967 St Marys River,St. George,Charlton-County,1.0,Detached,0,439900,1,1,0,Georgia,"Charlton, GA",31562,4.0,2.0,2009.0,2400.0,0.138411,1370.0,160.0,27642.0,640.0,27808.0,43.45,110.0,91.0,0.827272727,5.6,23.15833333,0.0,12.14444444,0.0,0.6,0.0,0.0,0.0,37.12444444,2.0,2.86875
30.853403,-82.002285,1195 Lake Deborah Drive,Folkston,Charlton-County,0.0,Detached,2,498900,1,1,2,Georgia,"Charlton, GA",31537,4.0,3.0,2022.0,2304.0,0.138411,6370.0,710.0,140251.0,3120.0,141174.0,45.24807692,650.0,671.0,1.032307692,16.14444444,26.22,3.22,13.27272727,13.16,0.995,2.907692308,0.857142857,8.24,38.5659292,1.794318182,2.769387755
30.797131,-82.029647,343 The Hill Road,Folkston,Charlton-County,0.0,Detached,0,375000,1,1,0,Georgia,"Charlton, GA",31537,4.0,3.0,1977.0,3156.0,0.138411,6370.0,710.0,140251.0,3120.0,141174.0,45.24807692,650.0,671.0,1.032307692,16.14444444,26.22,3.22,13.27272727,13.16,0.995,2.907692308,0.857142857,8.24,38.5659292,1.794318182,2.769387755
30.829058,-82.01515,3400 Main Street,Folkston,Charlton-County,0.0,Detached,0,449500,1,1,0,Georgia,"Charlton, GA",31537,7.0,4.0,1955.0,3673.0,0.138411,6370.0,710.0,140251.0,3120.0,141174.0,45.24807692,650.0,671.0,1.032307692,16.14444444,26.22,3.22,13.27272727,13.16,0.995,2.907692308,0.857142857,8.24,38.5659292,1.794318182,2.769387755
30.962196,-84.611687,1186 Colquitt Highway,Bainbridge,Decatur-County,0.0,Detached,0,475000,1,1,0,Georgia,"Decatur, GA",39817,4.0,3.0,1975.0,2042.0,0.09796928033135832,7990.0,720.0,146646.0,3970.0,147924.0,37.2604534,600.0,751.0,1.251666667,24.685,19.19230769,2.4,11.31666667,30.04,1.09047619,2.523529412,0.6,7.357142857,31.16804511,1.384955752,3.099386503
30.895722,-84.225961,1484 15th Avenue NW,Cairo,Grady-County,1.0,Detached,0,345000,1,1,0,Georgia,"Grady, GA",39828,4.0,2.0,1970.0,2500.0,0.09490868843386835,11600.0,1290.0,251454.0,5680.0,254231.0,44.75897887,1140.0,2680.0,2.350877193,12.6952381,25.02234043,2.05,13.67594937,44.14090909,1.113793103,3.317857143,0.388235294,7.804545455,36.23389831,1.482080925,2.840983607
30.920747,-83.337669,4689 Rudy Way,Hahira,Lowndes-County,0.0,Detached,0,365000,1,1,0,Georgia,"Lowndes, GA",31632,4.0,3.0,2014.0,2195.0,0.07322379343905672,12280.0,1100.0,368659.0,5590.0,373009.0,66.72790698,1470.0,2102.0,1.429931973,12.81142857,26.8447619,2.5,14.42714286,73.28611111,1.121428571,2.973076923,0.74137931,10.0375,57.8132287,2.304545455,2.710344828
30.691843,-83.194106,600 4h Club Road,Lake Park,Lowndes-County,0.0,Detached,2,379900,1,1,2,Georgia,"Lowndes, GA",31636,4.0,3.0,2022.0,2375.0,0.12130513869940884,8660.0,1040.0,237847.0,4260.0,239882.0,56.31032864,940.0,1653.0,1.758510638,17.70851064,29.11511628,2.6,14.21666667,57.85652174,1.060869565,2.8,0.627777778,8.433333333,50.03949843,1.995901639,2.720588235
30.861435,-83.299438,609 Howell Brook Drive,Valdosta,Lowndes-County,0.0,Detached,0,425000,1,1,0,Georgia,"Lowndes, GA",31602,3.0,3.0,1960.0,2852.0,0.1096514661051573,26040.0,2840.0,751529.0,14110.0,760407.0,53.89135365,2860.0,7386.0,2.582517483,23.6056962,28.76502058,2.8375,15.65568182,82.97333333,1.125925926,3.50625,0.810714286,9.130864198,49.96866405,1.656456456,2.879376499
30.849123,-83.28524,1501 Slater Street,Valdosta,Lowndes-County,2.0,Detached,512,595000,1,1,512,Georgia,"Lowndes, GA",31602,5.0,4.0,1932.0,4582.0,0.1096514661051573,26040.0,2840.0,751529.0,14110.0,760407.0,53.89135365,2860.0,7386.0,2.582517483,23.6056962,28.76502058,2.8375,15.65568182,82.97333333,1.125925926,3.50625,0.810714286,9.130864198,49.96866405,1.656456456,2.879376499
30.709129,-83.21521,4420 Corinth Church Road,Lake Park,Lowndes-County,1.0,Detached,512,419900,1,1,512,Georgia,"Lowndes, GA",31636,4.0,4.0,1995.0,3729.0,0.12130513869940884,8660.0,1040.0,237847.0,4260.0,239882.0,56.31032864,940.0,1653.0,1.758510638,17.70851064,29.11511628,2.6,14.21666667,57.85652174,1.060869565,2.8,0.627777778,8.433333333,50.03949843,1.995901639,2.720588235
30.689859,-83.19749,203 Jackson Circle,Lake Park,Lowndes-County,0.0,Detached,512,629900,1,1,512,Georgia,"Lowndes, GA",31636,3.0,2.0,1983.0,3059.0,0.12130513869940884,8660.0,1040.0,237847.0,4260.0,239882.0,56.31032864,940.0,1653.0,1.758510638,17.70851064,29.11511628,2.6,14.21666667,57.85652174,1.060869565,2.8,0.627777778,8.433333333,50.03949843,1.995901639,2.720588235
30.84143,-83.963561,102 Forest Meadows Court,Thomasville,Thomas-County,0.0,Detached,0,324999,1,1,0,Georgia,"Thomas, GA",31792,3.0,2.0,2014.0,1560.0,0.08531148790245746,18590.0,2320.0,583041.0,9580.0,591114.0,61.70292276,2250.0,4787.0,2.127555556,17.94193548,29.09647059,2.363636364,15.42361111,81.4,1.115,4.28625,0.469230769,11.25522388,57.89617564,1.634749035,2.883445946
30.854355,-83.964466,323 Clermont Drive,Thomasville,Thomas-County,0.0,Detached,0,330000,1,1,0,Georgia,"Thomas, GA",31792,3.0,2.0,1959.0,1800.0,0.08531148790245746,18590.0,2320.0,583041.0,9580.0,591114.0,61.70292276,2250.0,4787.0,2.127555556,17.94193548,29.09647059,2.363636364,15.42361111,81.4,1.115,4.28625,0.469230769,11.25522388,57.89617564,1.634749035,2.883445946
30.798688,-83.995104,105 Stratford Way,Thomasville,Thomas-County,0.0,Detached,0,465000,1,1,0,Georgia,"Thomas, GA",31792,4.0,3.0,1994.0,3161.0,0.08531148790245746,18590.0,2320.0,583041.0,9580.0,591114.0,61.70292276,2250.0,4787.0,2.127555556,17.94193548,29.09647059,2.363636364,15.42361111,81.4,1.115,4.28625,0.469230769,11.25522388,57.89617564,1.634749035,2.883445946
31.217091,-82.319481,1118 Woods Road,Waycross,Ware-County,0.0,Detached,512,450000,1,1,512,Georgia,"Ware, GA",31501,4.0,3.0,1988.0,3126.0,0.051711056981990966,10930.0,1280.0,230962.0,5580.0,233668.0,41.87598566,950.0,1921.0,2.022105263,7.038095238,26.00648148,2.358333333,13.74415584,79.5,1.107407407,3.069230769,0.461538462,7.347368421,36.73858268,1.473509934,2.912857143
31.212566,-82.285759,932 Hitching Post Lane,Waycross,Ware-County,1.0,Detached,0,305000,1,1,0,Georgia,"Ware, GA",31503,3.0,2.0,2000.0,2185.0,0.1663405088062624,16690.0,1950.0,383684.0,8200.0,386783.0,47.16865854,1630.0,2729.0,1.674233129,50.89230769,25.14355828,2.488888889,13.03253968,34.65,1.059375,3.132142857,0.552941176,7.013043478,41.74682676,1.682532751,2.812790698
31.780737,-82.348499,161 N Main Street,Baxley,Appling-County,2.0,Detached,0,375000,1,1,0,Georgia,"Appling, GA",31513,5.0,1.0,1897.0,2817.5,0.11102162195650833,12400.0,1320.0,290064.0,5960.0,292897.0,49.14379195,1250.0,1958.0,1.5664,9.95,26.57169811,3.116666667,12.99642857,44.80714286,1.033333333,2.15,0.568421053,7.433333333,43.09859485,1.718285714,2.913483146
31.744523,-82.349306,1426 Blackshear Highway,Baxley,Appling-County,0.0,Detached,0,359900,1,1,0,Georgia,"Appling, GA",31513,3.0,2.0,1960.0,2891.0,0.11102162195650833,12400.0,1320.0,290064.0,5960.0,292897.0,49.14379195,1250.0,1958.0,1.5664,9.95,26.57169811,3.116666667,12.99642857,44.80714286,1.033333333,2.15,0.568421053,7.433333333,43.09859485,1.718285714,2.913483146
31.792714,-82.475583,723 Max Deen Drive,Baxley,Appling-County,1.0,Detached,0,578000,1,1,0,Georgia,"Appling, GA",31513,4.0,2.0,2010.0,2218.0,0.11102162195650833,12400.0,1320.0,290064.0,5960.0,292897.0,49.14379195,1250.0,1958.0,1.5664,9.95,26.57169811,3.116666667,12.99642857,44.80714286,1.033333333,2.15,0.568421053,7.433333333,43.09859485,1.718285714,2.913483146
31.77598,-82.349588,[Address Not Provided],Baxley,Appling-County,0.0,Detached,2,440000,1,1,2,Georgia,"Appling, GA",31513,4.0,3.0,2015.0,2188.0,0.11102162195650833,12400.0,1320.0,290064.0,5960.0,292897.0,49.14379195,1250.0,1958.0,1.5664,9.95,26.57169811,3.116666667,12.99642857,44.80714286,1.033333333,2.15,0.568421053,7.433333333,43.09859485,1.718285714,2.913483146
31.3892,-82.8695,1086 Mary Batten Road,Pearson,Atkinson-County,0.0,Detached,0,395000,1,1,0,Georgia,"Atkinson, GA",31642,3.0,3.0,2000.0,3006.0,0.138411,3900.0,310.0,64226.0,1790.0,64982.0,36.3027933,280.0,489.0,1.746428571,4.857142857,22.24347826,1.385714286,11.26315789,46.04,1.016666667,1.7,0.4,4.75,29.30731707,1.424137931,2.848648649
33.167163,-83.376024,120 W Montego Court NW,Milledgeville,Baldwin-County,0.0,Detached,0,610000,1,1,0,Georgia,"Baldwin, GA",31061,3.0,2.0,1990.0,1620.0,0.09950491597517619,28940.0,4150.0,776147.0,15740.0,785190.0,49.88500635,3710.0,5939.0,1.600808625,12.24404762,31.44487179,2.4,16.22534722,56.31964286,1.086734694,3.078181818,0.5825,8.764583333,44.64112974,1.483190883,2.939587629
33.157051,-83.210004,1055 Carrs Station Road NE,Milledgeville,Baldwin-County,1.0,Detached,0,475000,1,1,0,Georgia,"Baldwin, GA",31061,2.0,1.0,1950.0,1108.0,0.09950491597517619,28940.0,4150.0,776147.0,15740.0,785190.0,49.88500635,3710.0,5939.0,1.600808625,12.24404762,31.44487179,2.4,16.22534722,56.31964286,1.086734694,3.078181818,0.5825,8.764583333,44.64112974,1.483190883,2.939587629
33.159404,-83.292726,215 Riley Circle NW,Milledgeville,Baldwin-County,1.0,Detached,0,315000,1,1,0,Georgia,"Baldwin, GA",31061,4.0,2.0,2015.0,2002.0,0.09950491597517619,28940.0,4150.0,776147.0,15740.0,785190.0,49.88500635,3710.0,5939.0,1.600808625,12.24404762,31.44487179,2.4,16.22534722,56.31964286,1.086734694,3.078181818,0.5825,8.764583333,44.64112974,1.483190883,2.939587629
32.979579,-83.190154,2847 Vinson Highway SE,Milledgeville,Baldwin-County,1.0,Detached,0,479900,1,1,0,Georgia,"Baldwin, GA",31061,4.0,2.0,2003.0,2042.0,0.09950491597517619,28940.0,4150.0,776147.0,15740.0,785190.0,49.88500635,3710.0,5939.0,1.600808625,12.24404762,31.44487179,2.4,16.22534722,56.31964286,1.086734694,3.078181818,0.5825,8.764583333,44.64112974,1.483190883,2.939587629
33.122893,-83.244749,127 Cambridge Drive S,Milledgeville,Baldwin-County,1.0,Detached,0,319000,1,1,0,Georgia,"Baldwin, GA",31061,4.0,2.0,2000.0,2094.0,0.09950491597517619,28940.0,4150.0,776147.0,15740.0,785190.0,49.88500635,3710.0,5939.0,1.600808625,12.24404762,31.44487179,2.4,16.22534722,56.31964286,1.086734694,3.078181818,0.5825,8.764583333,44.64112974,1.483190883,2.939587629
33.060364,-83.241386,163 Lake Drive NW,Milledgeville,Baldwin-County,0.0,Detached,0,400000,1,1,0,Georgia,"Baldwin, GA",31061,4.0,2.0,2005.0,2146.0,0.09950491597517619,28940.0,4150.0,776147.0,15740.0,785190.0,49.88500635,3710.0,5939.0,1.600808625,12.24404762,31.44487179,2.4,16.22534722,56.31964286,1.086734694,3.078181818,0.5825,8.764583333,44.64112974,1.483190883,2.939587629
33.125286,-83.251647,117 Cords Bridge Road NE,Milledgeville,Baldwin-County,0.0,Detached,0,310000,1,1,0,Georgia,"Baldwin, GA",31061,3.0,2.0,1993.0,2367.0,0.09950491597517619,28940.0,4150.0,776147.0,15740.0,785190.0,49.88500635,3710.0,5939.0,1.600808625,12.24404762,31.44487179,2.4,16.22534722,56.31964286,1.086734694,3.078181818,0.5825,8.764583333,44.64112974,1.483190883,2.939587629
33.076573,-83.230536,340 S Clark Street,Milledgeville,Baldwin-County,0.0,Detached,0,410000,1,1,0,Georgia,"Baldwin, GA",31061,7.0,3.0,1920.0,1740.0,0.09950491597517619,28940.0,4150.0,776147.0,15740.0,785190.0,49.88500635,3710.0,5939.0,1.600808625,12.24404762,31.44487179,2.4,16.22534722,56.31964286,1.086734694,3.078181818,0.5825,8.764583333,44.64112974,1.483190883,2.939587629
33.159256,-83.39372,151 Goodwin Road NW,Milledgeville,Baldwin-County,1.0,Detached,2,325900,1,1,2,Georgia,"Baldwin, GA",31061,3.0,2.0,2022.0,523.0,0.09950491597517619,28940.0,4150.0,776147.0,15740.0,785190.0,49.88500635,3710.0,5939.0,1.600808625,12.24404762,31.44487179,2.4,16.22534722,56.31964286,1.086734694,3.078181818,0.5825,8.764583333,44.64112974,1.483190883,2.939587629
33.12806,-83.261819,189 Pearl Drive NE,Milledgeville,Baldwin-County,1.0,Detached,2,425000,1,1,2,Georgia,"Baldwin, GA",31061,3.0,2.0,2022.0,2160.0,0.09950491597517619,28940.0,4150.0,776147.0,15740.0,785190.0,49.88500635,3710.0,5939.0,1.600808625,12.24404762,31.44487179,2.4,16.22534722,56.31964286,1.086734694,3.078181818,0.5825,8.764583333,44.64112974,1.483190883,2.939587629
33.182698,-83.270902,128 Stewart Avenue NE,Milledgeville,Baldwin-County,0.0,Detached,0,449900,1,1,0,Georgia,"Baldwin, GA",31061,2.0,1.0,1945.0,700.0,0.09950491597517619,28940.0,4150.0,776147.0,15740.0,785190.0,49.88500635,3710.0,5939.0,1.600808625,12.24404762,31.44487179,2.4,16.22534722,56.31964286,1.086734694,3.078181818,0.5825,8.764583333,44.64112974,1.483190883,2.939587629
33.056806,-83.214769,1884 Vinson Highway SE,Milledgeville,Baldwin-County,0.0,Detached,0,535000,1,1,0,Georgia,"Baldwin, GA",31061,1.0,1.0,1971.0,3120.0,0.09950491597517619,28940.0,4150.0,776147.0,15740.0,785190.0,49.88500635,3710.0,5939.0,1.600808625,12.24404762,31.44487179,2.4,16.22534722,56.31964286,1.086734694,3.078181818,0.5825,8.764583333,44.64112974,1.483190883,2.939587629
33.181699,-83.299065,191 Pennington Road NW,Milledgeville,Baldwin-County,0.0,Detached,0,599000,1,1,0,Georgia,"Baldwin, GA",31061,4.0,3.0,1992.0,3946.0,0.09950491597517619,28940.0,4150.0,776147.0,15740.0,785190.0,49.88500635,3710.0,5939.0,1.600808625,12.24404762,31.44487179,2.4,16.22534722,56.31964286,1.086734694,3.078181818,0.5825,8.764583333,44.64112974,1.483190883,2.939587629
34.418412,-83.538275,588 Walnut Drive,Alto,Banks-County,0.0,Detached,0,500000,1,1,0,Georgia,"Banks, GA",30510,3.0,2.0,2001.0,1600.0,0.1623894525527645,5720.0,550.0,128963.0,2850.0,130009.0,45.61719298,470.0,537.0,1.142553191,8.32,18.14468085,1.178571429,13.30967742,71.8625,1.061538462,2.523076923,0.316666667,7.62,36.9657277,1.830588235,2.539130435
34.391661,-83.40764,4164 Highway 198,Homer,Banks-County,0.0,Detached,0,529900,1,1,0,Georgia,"Banks, GA",30547,4.0,2.0,1970.0,2340.0,0.17724594992636233,3050.0,370.0,82852.0,1490.0,83596.0,56.10469799,320.0,467.0,1.459375,7.242857143,25.24074074,1.833333333,13.57727273,32.3,1.1,3.35,0.35,9.69,46.70689655,2.095348837,2.334482759
